<<<<<<< HEAD
Procurement Reference (Mandatory for Third Party - 1° Tier Vendor)  or IBM identification Nbr.	Entity Name (IBM or Third Party vendor)	Address/country	Is there further sub-contracting to second or third tier vendors? If so  please provide the full names and full address of 2nd or 3rd tier vendors	Offering ID (level 30)	Offering ID (level 40)	In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))	On boarding	Off-Boarding	Offering Owner	Assesment Owner	NOTE
IBM_Data_Importer|IBM Africa BV - Angola Branch|Rua Rainha Ginga  87  10º Andar  Edifício Endiama  De Beers  Luanda   -   Angola|N/A|6955-10T|6941-95B (O) IBM Cloud Deployment Services (GTS Hybrid)|Mainframe Middleware  Databases  Servers (and Other)  Storage Management|7/3/2012|12/31/2020|||
IBM_Data_Importer3|IBM Africa BV - Angola Branch|Rua Rainha Ginga  87  10º Andar  Edifício Endiama  De Beers  Luanda   -   Angola|N/A|6955-10T|6941-95B (O) IBM Cloud Deployment Services (GTS Hybrid)|Mainframe Middleware  Databases  Servers (and Other)  Storage Management|7/3/2012|12/31/2020|||
IBM_IMP0254|IBM Americas Holding LLC|One New Orchard Road  Armonk  NY-10504  -   USA|N/A|6940-93H|6948-68V  6943-12P|Distributed Middleware  Databases  Servers and Storage Management|1/1/2008|12/31/1999|LaTarsha C. Dunkley|LaTarsha C. Dunkley|
IBM_IMP0254|IBM Americas Holding LLC|One New Orchard Road  Armonk  NY-10504  -   USA|N/A|6941-95D|6948-23U  6943-08T|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Rahul Pathak|Aurelien Chatiliez|
IBM_IMP0254|IBM Americas Holding LLC|One New Orchard Road  Armonk  NY-10504  -   USA|N/A|6950-93H|6948-68V  6943-12P|Distributed Middleware  Databases  Servers and Storage Management|1/1/2008|12/31/1999|LaTarsha C. Dunkley|LaTarsha C. Dunkley|
IBM_IMP0254|IBM Americas Holding LLC|One New Orchard Road  Armonk  NY-10504  -   USA|N/A|6950-99H|6948-23U  6943-08T|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Rahul Pathak|Aurelien Chatiliez|
IBM_IMP0002|IBM Argentina Sociedad de Responsabilidad Limitada|Pasaje Ingeniero Enrique Butty 275  piso 21  Buenos Aires   C1001AFA  -   Argentina|N/A|6950-04B|6948-41W|Resiliency Consulting Services|11/16/2015|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0002|IBM Argentina Sociedad de Responsabilidad Limitada|Pasaje Ingeniero Enrique Butty 275  piso 21  Buenos Aires   C1001AFA  -   Argentina|N/A|6950-17U|6948-56N|Resiliency Consulting Services|3/17/2017|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0002|IBM Argentina Sociedad de Responsabilidad Limitada|Pasaje Ingeniero Enrique Butty 275  piso 21  Buenos Aires   C1001AFA  -   Argentina|N/A|6950-93E|6948-16W|Resiliency Consulting Services|9/19/2006|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_Data_Importer|IBM Argentina Sociedad de Responsabilidad Limitada|Pasaje Ingeniero Enrique Butty 275  piso 21  Buenos Aires   C1001AFA  -   Argentina|1000437536 AKAMAI TECHNOLOGIES SRL             VIA PALEOCAPA 7  20121  MILANO    -    ITALY|6955-41B|6950-16U IBM Cloud Deployment Services (GTS Hybrid) |Mainframe Middleware  Databases  Servers (and Other)  Storage Management|5/15/2014|12/31/2018|||
IBM_IMP0010|IBM Australia Client Services Pty Ltd|Level 13  IBM Centre  601 Pacific Highway  St Leonards NSW 2065  -   Australia|N/A|6941-01E|6943-02B  (O) IBM SmartCloud for System z (O)- z/OS|Support for zCloud LPARS|||Doug Hilken||6941-01E (O) IBM Cloud Managed Services on z Systems
IBM_IMP0012|IBM Australia Limited|Level 13  IBM Centre  601 Pacific Highway  St Leonards NSW 2065  -   Australia|N/A|6950-04B|6948-41W|Resiliency Consulting Services|11/16/2015|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0012|IBM Australia Limited|Level 13  IBM Centre  601 Pacific Highway  St Leonards NSW 2065  -   Australia|N/A|6950-17U|6948-56N|Resiliency Consulting Services|3/17/2017|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0012|IBM Australia Limited|Level 13  IBM Centre  601 Pacific Highway  St Leonards NSW 2065  -   Australia|N/A|6950-93E|6948-16W|Resiliency Consulting Services|9/19/2006|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0029|IBM Brasil-Industria  Maquinas e Servicos Limitada|Av. Pasteur  138/146  Botafogo  Rio de Janeiro  RJ 22290-240  -   Brazil|N/A|6950-04B|6948-41W|Resiliency Consulting Services|11/16/2015|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0029|IBM Brasil-Industria  Maquinas e Servicos Limitada|Av. Pasteur  138/146  Botafogo  Rio de Janeiro  RJ 22290-240  -   Brazil|N/A|6950-17U|6948-56N|Resiliency Consulting Services|3/17/2017|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0029|IBM Brasil-Industria  Maquinas e Servicos Limitada|Av. Pasteur  138/146  Botafogo  Rio de Janeiro  RJ 22290-240  -   Brazil|N/A|6950-93E|6948-16W|Resiliency Consulting Services|9/19/2006|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_EXP0118|IBM BTO Business Consulting Services Sp. z o.o.IBM Polska Business Services Sp. z o.o.|ul. Armii Krajowej 18  30-150 Krakówul. Krakowiakow 32  02 - 255 Warszawa  -  Poland|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0118|IBM BTO Business Consulting Services Sp. z o.o.IBM Polska Business Services Sp. z o.o.|ul. Armii Krajowej 18  30-150 Krakówul. Krakowiakow 32  02 - 255 Warszawa  -  Poland|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0030|IBM Business Services Asset GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0030|IBM Business Services Asset GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_IMP0070|IBM Business Transformation Center  S.r.l.|F30 Americas Free Trade Zone  Calle La Rusia  -   Costa Rica|N/A|6941-94L|6948-35H  6943-03M  6948-90S  6943-90S   6948-46J  6943-09F|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|Enterprise  Mac
IBM_IMP0070|IBM Business Transformation Center  S.r.l.|F30 Americas Free Trade Zone  Calle La Rusia  -   Costa Rica|N/A|6940-98V|6948-45J ; 6943-05T|MCCS-Service Desk; Workplace Support Services|12/3/2016||Vishal Joshi|Vishal Joshi|WSSwW
IBM_IMP0070|IBM Business Transformation Center  S.r.l.|F30 Americas Free Trade Zone  Calle La Rusia  -   Costa Rica|N/A|6941-94L|6948-35H  6943-03M  6948-90S  6943-90S   6948-46J  6943-09F|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|
IBM_IMP0070|IBM Business Transformation Center  S.r.l.|F30 Americas Free Trade Zone  Calle La Rusia  -   Costa Rica|N/A|6950-15M|6948-45J ; 6943-05T|MCCS-Service Desk; Workplace Support Services|12/3/2016||Vishal Joshi|Vishal Joshi|WSSwW
IBM_IMP0070|IBM Business Transformation Center  S.r.l.|F30 Americas Free Trade Zone  Calle La Rusia  -   Costa Rica|N/A|6950-15R|6948-35H  6943-03M  6948-90S  6943-90S   6948-46J  6943-09F|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|
IBM_IMP0037|IBM Canada Holdings Company|1959 Upper Water Street  Suite 900  Halifax  B3J3N2  -   Canada|N/A|6941-95D|6948-23U  6943-08T|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Rahul Pathak|Aurelien Chatiliez|
IBM_IMP0037|IBM Canada Holdings Company|1959 Upper Water Street  Suite 900  Halifax  B3J3N2  -   Canada|N/A|6950-99H|6948-23U  6943-08T|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Rahul Pathak|Aurelien Chatiliez|
IBM_IMP0038|IBM Canada Limited - IBM Canada Limitee|3600 Steeles Avenue East  Ontario L3R 9Z7  -   Canada|N/A|6950-04B|6948-41W|Resiliency Consulting Services|11/16/2015|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0038|IBM Canada Limited - IBM Canada Limitee|3600 Steeles Avenue East  Ontario L3R 9Z7  -   Canada|N/A|6950-17U|6948-56N|Resiliency Consulting Services|3/17/2017|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0038|IBM Canada Limited - IBM Canada Limitee|3600 Steeles Avenue East  Ontario L3R 9Z7  -   Canada|N/A|6950-93E|6948-16W|Resiliency Consulting Services|9/19/2006|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0041|IBM Canada Services Corp./Societe De Services IBM Canada Corp.|3600 Steeles Avenue East  A4 Markham Ontario L3R 9Z7  -   Canada|N/A|6941-94L|6948-35H  6943-03M  6948-90S  6943-90S   6948-46J  6943-09F|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|
IBM_IMP0041|IBM Canada Services Corp./Societe De Services IBM Canada Corp.|3600 Steeles Avenue East  A4 Markham Ontario L3R 9Z7  -   Canada|N/A|6950-15R|6948-35H  6943-03M  6948-90S  6943-90S   6948-46J  6943-09F|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|
IBM_EXP0013|IBM Ceska Republika  spol. s r.o.|V Parku 2294/4  148 00 Prague 4-Chodov  -  Czech Republic|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0013|IBM Ceska Republika  spol. s r.o.|V Parku 2294/4  148 00 Prague 4-Chodov  -  Czech Republic|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0068|IBM Client Innovation Center Milano S.r.l.|Circonvallazione Idroscalo  20090 Segrate (Mi)  -  Italy|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0068|IBM Client Innovation Center Milano S.r.l.|Circonvallazione Idroscalo  20090 Segrate (Mi)  -  Italy|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0052|IBM Client Innovation Centre Germany GmbH|Universitätsplatz 10  39104 Magdeburg   -  Germany|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0052|IBM Client Innovation Centre Germany GmbH|Universitätsplatz 10  39104 Magdeburg   -  Germany|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0016|IBM Danmark ApS|Kongevejen 495B  2840 Holte  -  Denmark|N/A|6941-01E|6943-02B  (O) IBM SmartCloud for System z (O)- z/OS|Support for zCloud LPARS|||Doug Hilken||6941-01E (O) IBM Cloud Managed Services on z Systems
IBM_IMP0066|IBM de Colombia & CIA S.C.A|S.A.  Carrera 53 No. 100 – 25  Bogotá  -   Colombia|N/A|6950-04B|6948-41W|Resiliency Consulting Services|11/16/2015|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0066|IBM de Colombia & CIA S.C.A|S.A.  Carrera 53 No. 100 – 25  Bogotá  -   Colombia|N/A|6950-17U|6948-56N|Resiliency Consulting Services|3/17/2017|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0066|IBM de Colombia & CIA S.C.A|S.A.  Carrera 53 No. 100 – 25  Bogotá  -   Colombia|N/A|6950-93E|6948-16W|Resiliency Consulting Services|9/19/2006|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0159|IBM de Mexico  S. de R.L.|Alfonso Nápoles Gandara No. 3111  Parque Corporativo de Peña Blanca  C.P. 01210  -   Mexico|N/A|6941-95D|6948-23U  6943-08T|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||||
IBM_IMP0159|IBM de Mexico  S. de R.L.|Alfonso Nápoles Gandara No. 3111  Parque Corporativo de Peña Blanca  C.P. 01210  -   Mexico|N/A|6950-99H|6948-23U  6943-08T|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||||
IBM_EXP0036|IBM Deutschland Business & Technology Services GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0036|IBM Deutschland Business & Technology Services GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6941-01E|6943-02B  (O) IBM SmartCloud for System z (O)- z/OS|Support for zCloud LPARS|||Doug Hilken||6941-01E (O) IBM Cloud Managed Services on z Systems
IBM_EXP0036|IBM Deutschland Business & Technology Services GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0037|IBM Deutschland Business Transformation Services GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0037|IBM Deutschland Business Transformation Services GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0042|IBM Deutschland GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6950-04B|6948-41W|Resiliency Consulting Services|11/16/2015|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_EXP0042|IBM Deutschland GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6950-17U|6948-56N|Resiliency Consulting Services|3/17/2017|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_EXP0042|IBM Deutschland GmbH|IBM-Allee 1  71139 Ehningen   -  Germany|N/A|6950-93E|6948-16W|Resiliency Consulting Services|9/19/2006|1/1/2023|Paul D. Saxton|Paul D. Saxton|
IBM_IMP0073|IBM Egypt Business Support Services|Pyramids Heights Office Park  Building C10  Alexandria  Desert Road  KM 22  -   Egypt|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_IMP0073|IBM Egypt Business Support Services|Pyramids Heights Office Park  Building C10  Alexandria  Desert Road  KM 22  -   Egypt|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_IMP0151|IBM Global Delivery Centre (Malaysia) Sdn Bhd|16th Floor  Wisma Sime Darby  Jalan Raja Laut  50350   -   Malaysia|N/A|6941-94L|6948-35H  6943-03M|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|
IBM_IMP0151|IBM Global Delivery Centre (Malaysia) Sdn Bhd|16th Floor  Wisma Sime Darby  Jalan Raja Laut  50350   -   Malaysia|N/A|6950-15R|6948-35H  6943-03M|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|
IBM_IMP0151|IBM Global Delivery Centre (Malaysia) Sdn Bhd|16th Floor  Wisma Sime Darby  Jalan Raja Laut  50350   -   Malaysia|N/A|6950-15Y|6948-52N|IBM Cloud Resiliency Orchestration|11/15/2016|12/31/2050|Anilkumar Khadke|Anilkumar Khadke|PID00100911
IBM_EXP0062|IBM Global Services B.V. -– Ireland Branch|IBM House  Shelbourne Road  Ballsbridge  Dublin 4  -  Ireland|N/A|6940-98P|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0062|IBM Global Services B.V. -– Ireland Branch|IBM House  Shelbourne Road  Ballsbridge  Dublin 4  -  Ireland|N/A|6950-99N|6948-97E ; 6943-05R|MCCS-Service Desk; Workplace Support Services|||Mohit Bhatnagar|Mohit Bhatnagar|Service Desk
IBM_EXP0014|IBM Global Services Delivery Center Czech Republic s.r.o.|Technika 2995/21  Brno 61600  -  Czech Republic|N/A|6941-94L|6948-35H  6943-03M  6948-90S  6943-90S   6948-46J  6943-09F|Mobility Services Delivery; Managed Mobility and Workplace Support Services|||Gene Morita|Aurelien Chatiliez|Enterprise  Mac
